Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
2996.61,ATM Withdrawal,17.0,Desktop,Miami,1,38,7,Invalid Method,1
3824.01,Bill Payment,1.0,Mobile,Boston,2,68,4,Net Banking,1
2274.8,ATM Withdrawal,15.0,Mobile,Houston,2,35,9,UPI,1
1261.06,Online Purchase,15.0,Desktop,Chicago,1,111,2,UPI,1
1167.95,Online Purchase,23.0,Tablet,San Francisco,0,18,4,Credit Card,1
4447.63,POS Payment,4.0,Desktop,Chicago,1,15,8,Debit Card,1
1180.28,Bank Transfer,15.0,Desktop,Miami,4,93,6,Net Banking,1
1674.59,POS Payment,2.0,Mobile,Boston,1,67,7,Debit Card,1
4313.28,Bank Transfer,6.0,Desktop,Los Angeles,2,48,1,Net Banking,1
2943.54,POS Payment,16.0,Mobile,Miami,2,54,5,UPI,1
2175.75,Online Purchase,16.0,Mobile,Seattle,0,88,2,Credit Card,1
4725.78,Bank Transfer,4.0,Desktop,Los Angeles,3,87,1,Credit Card,1
3304.16,Bill Payment,19.0,Tablet,Houston,1,40,6,UPI,1
1188.05,Bill Payment,17.0,Tablet,Miami,4,93,14,UPI,1
4228.56,ATM Withdrawal,8.0,Desktop,Chicago,4,22,5,Debit Card,1
116.84,Online Purchase,14.0,Desktop,New York,3,80,8,Invalid Method,1
638.02,Online Purchase,15.0,Desktop,Miami,4,47,1,Net Banking,1
2452.74,ATM Withdrawal,23.0,Desktop,Boston,0,27,14,Credit Card,1
168.57,ATM Withdrawal,18.0,Desktop,Miami,2,97,13,Credit Card,1
3171.63,Bank Transfer,7.0,Tablet,Houston,2,80,9,UPI,1
4331.91,Bill Payment,8.0,Tablet,Chicago,2,59,2,Net Banking,1
4359.56,ATM Withdrawal,10.0,Desktop,Boston,4,29,1,Net Banking,1
1900.27,ATM Withdrawal,13.0,Mobile,Seattle,1,119,1,Net Banking,1
3418.18,POS Payment,22.0,Tablet,Boston,0,52,6,Net Banking,1
962.6,Online Purchase,20.0,Mobile,New York,3,82,2,Debit Card,1
1517.63,Online Purchase,20.0,Mobile,San Francisco,2,100,13,UPI,1
4441.12,ATM Withdrawal,15.0,Mobile,Los Angeles,4,17,7,Invalid Method,1
2685.14,ATM Withdrawal,13.0,Desktop,New York,0,54,1,UPI,1
2464.51,POS Payment,14.0,Desktop,Houston,1,59,10,Debit Card,1
3115.51,Online Purchase,23.0,Desktop,Los Angeles,0,10,13,Credit Card,1
3029.8,Bill Payment,16.0,Mobile,New York,2,69,3,Credit Card,1
61.2,POS Payment,20.0,Tablet,Miami,2,77,6,Credit Card,1
2786.26,Bank Transfer,5.0,Tablet,Boston,0,98,6,Debit Card,1
990.51,POS Payment,14.0,Tablet,Los Angeles,1,118,1,Credit Card,1
1070.87,POS Payment,2.0,Desktop,Boston,1,53,13,UPI,1
4702.77,Bank Transfer,9.0,Desktop,New York,4,82,3,Credit Card,1
3106.75,Online Purchase,9.0,Mobile,Boston,0,115,1,Debit Card,1
541.21,ATM Withdrawal,18.0,Desktop,New York,2,112,3,UPI,1
4547.14,Online Purchase,23.0,Desktop,Houston,0,96,7,UPI,1
4899.47,POS Payment,6.0,Tablet,Boston,2,61,8,UPI,1
3603.45,Online Purchase,12.0,Tablet,Chicago,1,106,9,Net Banking,1
2812.13,Bank Transfer,23.0,Tablet,New York,0,101,4,Net Banking,1
441.45,ATM Withdrawal,17.0,Unknown Device,Miami,0,44,8,Net Banking,1
4744.26,Online Purchase,20.0,Desktop,Los Angeles,2,101,10,Debit Card,1
3372.44,ATM Withdrawal,18.0,Tablet,Los Angeles,0,20,3,UPI,1
2947.38,Online Purchase,6.0,Desktop,Boston,1,118,8,Net Banking,1
2382.71,Bank Transfer,17.0,Tablet,Houston,0,5,2,Net Banking,1
4121.19,Online Purchase,16.0,Tablet,Miami,3,32,5,Credit Card,1
1216.87,POS Payment,12.0,Mobile,Boston,1,98,8,Net Banking,1
3924.98,Bank Transfer,19.0,Desktop,New York,2,94,7,Credit Card,1
2805.81,Online Purchase,12.0,Tablet,Boston,3,93,12,UPI,1
1673.64,ATM Withdrawal,5.0,Desktop,Chicago,0,90,4,Debit Card,1
2899.02,ATM Withdrawal,10.0,Mobile,Miami,4,23,3,Credit Card,1
1591.42,Online Purchase,20.0,Desktop,Miami,1,87,8,Credit Card,1
263.54,Bill Payment,12.0,Tablet,Houston,2,107,13,Debit Card,1
4428.67,Bank Transfer,8.0,Tablet,Boston,0,29,6,Debit Card,1
2259.48,Bill Payment,21.0,Desktop,Los Angeles,0,13,14,Debit Card,1
3258.55,POS Payment,19.0,Desktop,Seattle,0,97,8,Credit Card,1
4597.75,Bill Payment,7.0,Tablet,Los Angeles,1,29,2,Net Banking,1
1193.52,POS Payment,18.0,Desktop,New York,4,56,9,Invalid Method,1
2811.79,ATM Withdrawal,3.0,Desktop,Chicago,3,30,7,Net Banking,1
3246.29,POS Payment,3.0,Tablet,Boston,2,37,10,Credit Card,1
4711.15,Online Purchase,7.0,Unknown Device,Houston,0,29,2,Net Banking,1
1526.41,Bank Transfer,15.0,Mobile,Boston,1,96,8,Debit Card,1
1912.21,Bill Payment,2.0,Tablet,Chicago,2,96,1,Debit Card,1
2810.26,Bank Transfer,13.0,Desktop,New York,2,59,2,Net Banking,1
3830.22,Bank Transfer,20.0,Tablet,San Francisco,1,26,4,Debit Card,1
4142.67,POS Payment,14.0,Mobile,Chicago,0,35,6,Debit Card,1
702.01,ATM Withdrawal,18.0,Mobile,Boston,2,114,13,UPI,1
1352.24,Bank Transfer,18.0,Tablet,Boston,1,96,11,Credit Card,1
4176.91,Bank Transfer,16.0,Mobile,New York,3,58,7,Debit Card,1
1441.38,Bank Transfer,20.0,Desktop,Miami,0,106,10,Net Banking,1
549.62,POS Payment,21.0,Desktop,Boston,3,111,11,Credit Card,1
49997.8,ATM Withdrawal,12.0,Desktop,Boston,0,112,7,Credit Card,1
638.27,Bank Transfer,4.0,Desktop,Boston,3,102,14,Debit Card,1
2182.49,Bill Payment,4.0,Desktop,Chicago,1,115,2,Debit Card,1
2065.8,Bill Payment,10.0,Desktop,Los Angeles,4,41,1,Net Banking,1
4556.85,Bank Transfer,20.0,Mobile,Miami,0,60,11,Debit Card,1
49997.8,Bill Payment,15.0,Mobile,Miami,3,57,5,Net Banking,1
868.8,Bill Payment,16.0,Desktop,Miami,4,31,5,UPI,1
4668.78,Online Purchase,16.0,Desktop,Miami,4,119,14,Debit Card,1
105.88,ATM Withdrawal,17.0,Tablet,New York,3,80,1,UPI,1
3258.55,Bank Transfer,22.0,Desktop,San Francisco,1,91,5,Credit Card,1
2703.57,Bill Payment,17.0,Tablet,San Francisco,1,101,2,Net Banking,1
2730.45,Bill Payment,11.0,Mobile,Houston,0,78,10,Net Banking,1
193.32,POS Payment,11.0,Mobile,Chicago,1,24,5,Credit Card,1
3863.76,Bank Transfer,11.0,Desktop,New York,4,76,3,Credit Card,1
1500.5,Bill Payment,11.0,Desktop,Chicago,2,39,4,UPI,1
3239.64,Online Purchase,15.0,Mobile,Chicago,2,95,5,Net Banking,1
1908.36,Bank Transfer,15.0,Desktop,Boston,3,16,14,Net Banking,1
1675.87,ATM Withdrawal,0.0,Mobile,Chicago,2,60,1,Net Banking,1
450.94,POS Payment,18.0,Mobile,Houston,2,53,4,Net Banking,1
756.13,Online Purchase,7.0,Mobile,Chicago,2,75,8,Debit Card,1
2850.24,Bank Transfer,16.0,Mobile,Houston,3,6,8,UPI,1
2221.2,Bill Payment,23.0,Tablet,Boston,0,37,12,Net Banking,1
407.0,Online Purchase,22.0,Tablet,San Francisco,0,119,13,Debit Card,1
1949.16,POS Payment,16.0,Tablet,Boston,1,99,8,Credit Card,1
2806.2,POS Payment,21.0,Tablet,Los Angeles,0,85,1,Debit Card,1
2190.73,Online Purchase,15.0,Desktop,New York,0,87,11,Net Banking,1
3587.34,ATM Withdrawal,16.0,Tablet,Seattle,0,100,3,Net Banking,1
2482.16,Bank Transfer,14.0,Tablet,Boston,2,16,12,Debit Card,1
3557.25,POS Payment,19.0,Unknown Device,Boston,1,89,9,Credit Card,1
1091.11,ATM Withdrawal,18.0,Desktop,Los Angeles,2,53,8,Credit Card,1
99.55,ATM Withdrawal,1.0,Mobile,Boston,2,84,7,Credit Card,1
1493.97,ATM Withdrawal,6.0,Mobile,Chicago,4,17,1,UPI,1
4252.67,Bill Payment,18.0,Tablet,New York,2,94,12,UPI,1
3253.58,ATM Withdrawal,6.0,Mobile,San Francisco,1,98,4,Debit Card,1
120.65,POS Payment,20.0,Tablet,Los Angeles,2,50,14,Credit Card,1
3266.05,POS Payment,12.0,Tablet,New York,1,106,6,Debit Card,1
134.96,Bill Payment,23.0,Mobile,Los Angeles,4,98,6,Net Banking,1
1925.23,POS Payment,1.0,Unknown Device,Boston,3,83,6,Debit Card,1
1121.85,ATM Withdrawal,23.0,Mobile,Chicago,1,48,4,UPI,1
3234.34,POS Payment,23.0,Tablet,Houston,0,51,2,Net Banking,1
2888.46,ATM Withdrawal,22.0,Desktop,New York,3,105,9,Credit Card,1
3490.14,Bank Transfer,5.0,Mobile,Boston,2,38,6,Credit Card,1
4038.54,POS Payment,23.0,Desktop,Miami,3,39,3,Net Banking,1
2246.53,Bill Payment,12.0,Mobile,Los Angeles,0,104,8,Credit Card,1
4253.21,ATM Withdrawal,9.0,Tablet,Boston,0,63,7,Credit Card,1
4885.36,Bank Transfer,21.0,Desktop,New York,1,108,10,Net Banking,1
1844.38,Bill Payment,9.0,Mobile,Los Angeles,2,75,1,UPI,1
96.04,ATM Withdrawal,23.0,Desktop,Boston,3,115,12,Debit Card,1
3784.66,POS Payment,18.0,Desktop,Chicago,4,109,13,UPI,1
49997.8,ATM Withdrawal,13.0,Mobile,Seattle,3,119,5,Net Banking,1
2712.11,POS Payment,16.0,Mobile,Boston,0,100,10,Credit Card,1
2513.25,ATM Withdrawal,18.0,Desktop,Chicago,4,48,1,Credit Card,1
4607.91,ATM Withdrawal,17.0,Tablet,San Francisco,3,43,6,Credit Card,1
4051.38,ATM Withdrawal,13.0,Mobile,Houston,0,56,5,Credit Card,1
2605.69,Online Purchase,11.0,Desktop,San Francisco,0,89,4,Net Banking,1
4148.21,Online Purchase,15.0,Mobile,Miami,4,106,3,Debit Card,1
3723.62,Bill Payment,15.0,Mobile,San Francisco,1,118,1,Debit Card,1
3608.03,Bank Transfer,22.0,Tablet,New York,0,109,7,Credit Card,1
4022.08,POS Payment,15.0,Desktop,New York,2,18,6,Net Banking,1
4524.4,Bill Payment,6.0,Mobile,San Francisco,0,78,1,Net Banking,1
746.12,Online Purchase,19.0,Mobile,Chicago,3,69,1,Net Banking,1
4267.26,ATM Withdrawal,23.0,Desktop,Chicago,1,19,8,Net Banking,1
4881.41,Online Purchase,19.0,Desktop,Seattle,4,95,12,Debit Card,1
255.62,ATM Withdrawal,20.0,Desktop,Boston,3,19,4,UPI,1
3823.77,ATM Withdrawal,10.0,Mobile,Miami,3,81,12,Net Banking,1
4790.24,ATM Withdrawal,2.0,Tablet,Chicago,0,50,10,Debit Card,1
1716.87,Bank Transfer,18.0,Desktop,Houston,1,42,1,Net Banking,1
3458.75,ATM Withdrawal,21.0,Tablet,Boston,4,48,14,UPI,1
2928.78,Bill Payment,19.0,Mobile,New York,1,115,8,Invalid Method,1
138.9,Bank Transfer,12.0,Mobile,San Francisco,0,113,2,Net Banking,1
882.37,Online Purchase,22.0,Mobile,Chicago,0,65,5,Credit Card,1
2698.37,Online Purchase,12.0,Desktop,Boston,4,83,2,UPI,1
4502.86,Bill Payment,3.0,Mobile,Chicago,3,86,1,Net Banking,1
4698.95,POS Payment,14.0,Desktop,Boston,2,37,3,Net Banking,1
2451.64,Bank Transfer,0.0,Desktop,Houston,0,92,11,Net Banking,1
2428.59,POS Payment,4.0,Desktop,Miami,0,84,1,UPI,1
212.43,Bank Transfer,16.0,Mobile,Los Angeles,4,108,5,UPI,1
3061.74,Online Purchase,17.0,Unknown Device,Los Angeles,1,71,9,Credit Card,1
740.04,Bank Transfer,5.0,Tablet,Boston,2,70,8,Credit Card,1
1145.09,Bill Payment,9.0,Desktop,Chicago,1,80,10,UPI,1
2908.53,POS Payment,6.0,Tablet,Los Angeles,2,97,11,Debit Card,1
4783.01,Bank Transfer,23.0,Tablet,San Francisco,3,45,1,Credit Card,1
1718.97,ATM Withdrawal,3.0,Mobile,Miami,1,75,1,Debit Card,1
2642.9,POS Payment,13.0,Mobile,Miami,1,115,9,Debit Card,1
956.65,ATM Withdrawal,18.0,Tablet,Houston,2,80,7,Credit Card,1
3932.56,Bill Payment,23.0,Mobile,New York,1,75,8,Credit Card,1
4052.88,Bank Transfer,16.0,Tablet,Seattle,1,66,5,UPI,1
4096.0,POS Payment,18.0,Tablet,Los Angeles,3,75,3,Debit Card,1
4362.48,Bank Transfer,18.0,Tablet,New York,1,61,2,Credit Card,1
1825.87,Bill Payment,3.0,Desktop,Chicago,0,35,7,UPI,1
491.65,Online Purchase,20.0,Desktop,Los Angeles,0,15,2,UPI,1
3354.98,POS Payment,10.0,Desktop,Los Angeles,0,108,5,Net Banking,1
751.29,POS Payment,18.0,Unknown Device,Los Angeles,0,59,1,Credit Card,1
4696.88,Bank Transfer,22.0,Tablet,Boston,3,48,13,Debit Card,1
2825.31,ATM Withdrawal,22.0,Desktop,Los Angeles,3,101,2,UPI,1
3393.28,Online Purchase,7.0,Desktop,Boston,2,79,3,Debit Card,1
4161.79,Online Purchase,18.0,Tablet,Boston,3,66,6,Net Banking,1
4543.72,Online Purchase,15.0,Tablet,Chicago,2,55,14,Credit Card,1
3258.73,Bill Payment,4.0,Tablet,Houston,1,6,4,Net Banking,1
3118.61,Bill Payment,15.0,Tablet,New York,0,95,3,Net Banking,1
3139.6,Bill Payment,23.0,Desktop,Miami,3,40,4,Debit Card,1
2795.37,Bank Transfer,0.0,Desktop,Los Angeles,1,67,2,Debit Card,1
3606.99,Bill Payment,23.0,Desktop,Boston,3,26,11,Debit Card,1
3562.11,Bill Payment,22.0,Tablet,Houston,0,83,5,Credit Card,1
3646.14,Bank Transfer,9.0,Tablet,New York,0,106,9,Credit Card,1
3761.68,Bill Payment,23.0,Desktop,Los Angeles,3,73,10,UPI,1
2305.17,Online Purchase,17.0,Tablet,San Francisco,0,74,4,UPI,1
4849.51,Online Purchase,17.0,Tablet,New York,2,80,13,Credit Card,1
3159.37,Bill Payment,13.0,Desktop,Los Angeles,3,119,6,Credit Card,1
4343.2,POS Payment,15.0,Tablet,Boston,3,41,9,Net Banking,1
3731.73,Bill Payment,19.0,Tablet,New York,0,4,3,UPI,1
3598.58,POS Payment,6.0,Desktop,New York,1,89,5,Credit Card,1
818.7,POS Payment,23.0,Mobile,Los Angeles,1,40,13,UPI,1
2545.86,Bank Transfer,18.0,Mobile,Los Angeles,2,45,5,UPI,1
3020.86,Online Purchase,22.0,Mobile,San Francisco,2,55,2,Net Banking,1
3940.38,ATM Withdrawal,17.0,Mobile,Los Angeles,1,111,3,Credit Card,1
2313.86,Bill Payment,14.0,Desktop,Chicago,2,114,2,Credit Card,1
1447.21,POS Payment,18.0,Tablet,Houston,4,100,12,UPI,1
2107.69,Bill Payment,9.0,Desktop,Boston,4,111,7,UPI,1
1367.15,ATM Withdrawal,16.0,Mobile,Houston,3,114,8,Net Banking,1
4807.14,Online Purchase,23.0,Tablet,Houston,2,22,1,Debit Card,1
4043.41,Bank Transfer,21.0,Mobile,New York,2,8,4,UPI,1
98.69,POS Payment,22.0,Mobile,Houston,2,88,7,Credit Card,1
2202.81,ATM Withdrawal,22.0,Tablet,Los Angeles,0,3,2,Credit Card,1
4077.68,Bank Transfer,2.0,Desktop,Los Angeles,3,112,5,Net Banking,1
4171.03,Bill Payment,15.0,Tablet,Miami,3,89,14,Credit Card,1
2585.88,Bank Transfer,16.0,Mobile,Miami,3,44,11,Debit Card,1
3527.95,Bank Transfer,19.0,Mobile,New York,0,86,10,UPI,1
2096.71,Bank Transfer,9.0,Desktop,Chicago,0,85,5,Net Banking,1
1332.65,POS Payment,23.0,Desktop,Los Angeles,0,7,13,Net Banking,1
4383.42,POS Payment,14.0,Tablet,Houston,2,62,13,Debit Card,1
3848.49,Bank Transfer,16.0,Mobile,Boston,1,76,2,Invalid Method,1
537.65,Online Purchase,19.0,Desktop,New York,1,71,9,UPI,1
4970.08,POS Payment,19.0,Desktop,Los Angeles,3,92,1,UPI,1
3718.46,Online Purchase,3.0,Mobile,Chicago,0,35,7,Debit Card,1
1200.9,POS Payment,22.0,Tablet,San Francisco,2,112,2,Debit Card,1
3755.36,Bank Transfer,23.0,Mobile,Houston,3,92,8,Invalid Method,1
3417.73,Bill Payment,22.0,Mobile,Boston,2,86,9,UPI,1
3563.79,ATM Withdrawal,5.0,Tablet,Chicago,2,28,3,Invalid Method,1
3102.7,Online Purchase,9.0,Tablet,San Francisco,0,84,3,UPI,1
3629.33,POS Payment,18.0,Tablet,Houston,2,104,4,Debit Card,1
1495.7,Bank Transfer,20.0,Desktop,Los Angeles,2,41,8,UPI,1
3479.81,Bill Payment,10.0,Tablet,Miami,0,76,5,Credit Card,1
851.87,Online Purchase,15.0,Desktop,Houston,4,82,3,Net Banking,1
2121.11,Online Purchase,21.0,Desktop,Chicago,2,109,9,Net Banking,1
4768.01,Bank Transfer,23.0,Mobile,Los Angeles,0,29,12,Invalid Method,1
1271.37,POS Payment,8.0,Tablet,Chicago,1,105,4,Debit Card,1
1444.59,POS Payment,14.0,Desktop,New York,0,66,2,Credit Card,1
2148.83,POS Payment,11.0,Mobile,Boston,1,58,1,Debit Card,1
338.75,Bank Transfer,23.0,Mobile,New York,0,71,13,Credit Card,1
2865.22,Online Purchase,12.0,Mobile,Chicago,2,41,8,UPI,1
2782.69,Bank Transfer,6.0,Desktop,Houston,1,75,5,Debit Card,1
4068.47,Online Purchase,23.0,Tablet,Chicago,0,90,14,Net Banking,1
3952.65,Online Purchase,11.0,Mobile,New York,0,68,1,Debit Card,1
3309.23,Bank Transfer,21.0,Tablet,Miami,1,75,8,UPI,1
634.67,ATM Withdrawal,16.0,Desktop,Miami,3,44,1,Net Banking,1
3245.16,Bill Payment,3.0,Mobile,Los Angeles,2,68,1,Net Banking,1
3858.27,Online Purchase,4.0,Desktop,Chicago,4,59,12,Credit Card,1
2708.04,ATM Withdrawal,10.0,Tablet,New York,2,69,6,Debit Card,1
4416.03,ATM Withdrawal,10.0,Mobile,San Francisco,0,113,11,Debit Card,1
4404.74,Online Purchase,19.0,Mobile,Los Angeles,1,58,5,Debit Card,1
3475.14,Online Purchase,19.0,Mobile,Houston,3,64,9,Debit Card,1
811.59,ATM Withdrawal,15.0,Mobile,Boston,0,68,10,Debit Card,1
4096.25,Bill Payment,3.0,Mobile,Houston,1,76,6,UPI,1
2538.96,ATM Withdrawal,10.0,Mobile,Miami,2,99,4,Credit Card,1
2282.32,Bank Transfer,12.0,Mobile,Boston,4,75,4,Debit Card,1
3566.37,ATM Withdrawal,8.0,Tablet,Houston,1,79,4,Net Banking,1
4843.3,Bank Transfer,14.0,Desktop,Chicago,0,54,8,Debit Card,1
1137.08,Online Purchase,12.0,Desktop,Los Angeles,1,32,8,Debit Card,1
4897.66,Online Purchase,19.0,Mobile,New York,4,59,6,Credit Card,1
856.99,POS Payment,15.0,Unknown Device,New York,0,45,7,Net Banking,1
3055.12,Bank Transfer,7.0,Tablet,Houston,1,10,5,Debit Card,1
2228.47,Online Purchase,14.0,Mobile,Seattle,4,88,3,Debit Card,1
1347.04,Bank Transfer,9.0,Mobile,Los Angeles,2,59,2,Credit Card,1
888.07,Online Purchase,20.0,Desktop,Los Angeles,3,33,1,Debit Card,1
3859.64,POS Payment,22.0,Desktop,Los Angeles,4,89,2,Net Banking,1
3646.12,Bank Transfer,0.0,Tablet,Los Angeles,4,108,7,Credit Card,1
4527.95,Online Purchase,1.0,Tablet,Chicago,2,11,1,Invalid Method,1
2182.49,Bank Transfer,12.0,Mobile,Chicago,2,10,5,Debit Card,1
2847.69,ATM Withdrawal,23.0,Desktop,Boston,3,81,7,Net Banking,1
4192.76,Online Purchase,0.0,Mobile,Boston,2,104,12,Debit Card,1
948.01,POS Payment,0.0,Mobile,Boston,2,119,10,Debit Card,1
1542.61,Bank Transfer,21.0,Mobile,Boston,4,84,13,UPI,1
2734.18,POS Payment,18.0,Tablet,Houston,3,50,4,Debit Card,1
5.52,ATM Withdrawal,16.0,Desktop,Boston,4,106,8,UPI,1
3763.43,Online Purchase,16.0,Desktop,Los Angeles,0,21,10,Net Banking,1
4354.49,Bill Payment,17.0,Mobile,Miami,3,109,7,Credit Card,1
158.11,Online Purchase,6.0,Tablet,Los Angeles,1,112,6,Net Banking,1
1616.29,Bank Transfer,16.0,Mobile,Boston,0,55,1,Debit Card,1
4600.04,POS Payment,16.0,Tablet,New York,0,109,12,Debit Card,1
2069.68,Bank Transfer,15.0,Mobile,Chicago,2,30,2,UPI,1
3758.99,Online Purchase,21.0,Mobile,Seattle,3,117,13,Net Banking,1
2582.37,Bank Transfer,13.0,Desktop,Boston,2,58,2,Credit Card,1
1539.18,Bank Transfer,16.0,Tablet,Houston,0,39,7,Credit Card,1
4576.0,Bank Transfer,19.0,Mobile,Seattle,1,44,3,Debit Card,1
4449.85,Bill Payment,23.0,Mobile,Boston,1,21,13,UPI,1
49997.8,Bank Transfer,0.0,Unknown Device,New York,3,32,6,Debit Card,1
4771.59,Bill Payment,18.0,Desktop,San Francisco,2,114,1,Debit Card,1
182.63,POS Payment,13.0,Mobile,Chicago,2,119,13,Debit Card,1
1562.9,ATM Withdrawal,4.0,Desktop,Chicago,0,84,1,Net Banking,1
49997.8,Bank Transfer,10.0,Mobile,Los Angeles,2,85,4,Net Banking,1
3013.88,POS Payment,19.0,Desktop,New York,3,30,9,Credit Card,1
4949.72,POS Payment,4.0,Tablet,Houston,1,26,4,UPI,1
3718.22,POS Payment,2.0,Desktop,Chicago,2,92,9,Net Banking,1
1539.89,POS Payment,7.0,Mobile,Chicago,4,64,11,Debit Card,1
4232.79,Bill Payment,6.0,Tablet,Chicago,0,23,3,Credit Card,1
3479.48,Bank Transfer,16.0,Tablet,Houston,3,20,13,Credit Card,1
2941.01,ATM Withdrawal,8.0,Mobile,Houston,0,118,12,Credit Card,1
2734.16,Bill Payment,17.0,Unknown Device,Chicago,2,44,11,Credit Card,1
4093.28,ATM Withdrawal,1.0,Mobile,Boston,1,17,6,Debit Card,1
2334.66,Bank Transfer,18.0,Desktop,San Francisco,4,93,1,UPI,1
412.45,Bank Transfer,1.0,Desktop,Houston,0,96,7,Credit Card,1
3474.93,Bank Transfer,21.0,Mobile,Seattle,3,6,1,Credit Card,1
4478.79,ATM Withdrawal,0.0,Mobile,Boston,1,28,2,Debit Card,1
3921.67,Online Purchase,23.0,Mobile,Seattle,3,40,4,UPI,1
4510.58,ATM Withdrawal,20.0,Mobile,New York,2,93,7,Credit Card,1
3664.49,ATM Withdrawal,1.0,Mobile,Los Angeles,3,99,2,Credit Card,1
4620.95,Bank Transfer,5.0,Tablet,Los Angeles,2,33,4,Debit Card,1
3772.24,Bank Transfer,21.0,Tablet,Los Angeles,0,15,11,Credit Card,1
4563.35,Online Purchase,4.0,Mobile,Los Angeles,3,61,1,Debit Card,1
3142.28,POS Payment,23.0,Tablet,Houston,2,11,13,Credit Card,1
4668.3,Online Purchase,19.0,Mobile,New York,0,106,6,UPI,1
284.16,Bank Transfer,15.0,Desktop,Houston,2,34,6,UPI,1
1263.17,Bill Payment,16.0,Mobile,Houston,4,52,9,UPI,1
3447.49,ATM Withdrawal,23.0,Desktop,Chicago,2,70,7,Net Banking,1
3233.78,POS Payment,14.0,Desktop,Boston,1,110,4,Debit Card,1
1932.08,ATM Withdrawal,9.0,Desktop,Houston,0,109,3,Credit Card,1
328.89,ATM Withdrawal,14.0,Mobile,Boston,0,2,13,Credit Card,1
4504.78,Online Purchase,0.0,Desktop,Boston,0,30,8,Debit Card,1
1066.37,ATM Withdrawal,2.0,Mobile,Boston,2,57,13,Net Banking,1
1240.63,Online Purchase,16.0,Tablet,Houston,1,86,7,Debit Card,1
3681.85,ATM Withdrawal,16.0,Mobile,Houston,2,64,11,Credit Card,1
2434.93,Bill Payment,14.0,Desktop,Los Angeles,1,96,11,Debit Card,1
2217.79,Bank Transfer,20.0,Mobile,Miami,2,34,6,Net Banking,1
243.45,Bill Payment,16.0,Mobile,Houston,2,101,2,UPI,1
4013.94,Bill Payment,9.0,Mobile,Miami,4,85,1,UPI,1
3855.98,Bill Payment,19.0,Mobile,Boston,1,17,8,Net Banking,1
4047.4,ATM Withdrawal,3.0,Tablet,Miami,4,116,9,Debit Card,1
2408.41,POS Payment,6.0,Tablet,Miami,0,96,4,Credit Card,1
723.36,POS Payment,14.0,Desktop,Chicago,3,94,14,Debit Card,1
1849.69,Bank Transfer,21.0,Tablet,Boston,3,103,10,Net Banking,1
838.56,POS Payment,19.0,Desktop,Seattle,4,33,1,Credit Card,1
4690.81,Online Purchase,4.0,Tablet,Houston,1,99,4,Credit Card,1
12.59,ATM Withdrawal,19.0,Desktop,Miami,4,12,6,Credit Card,1
3521.46,POS Payment,18.0,Tablet,Los Angeles,1,21,14,Debit Card,1
2471.4,ATM Withdrawal,19.0,Desktop,San Francisco,1,74,1,Net Banking,1
4593.38,POS Payment,21.0,Tablet,Miami,1,63,12,Debit Card,1
967.66,POS Payment,4.0,Tablet,Chicago,4,92,6,Debit Card,1
4175.73,Online Purchase,6.0,Tablet,Boston,4,92,5,UPI,1
2417.02,Bank Transfer,2.0,Mobile,Chicago,1,65,12,Credit Card,1
2784.96,ATM Withdrawal,8.0,Unknown Device,Los Angeles,4,75,2,Credit Card,1
1458.19,Online Purchase,18.0,Tablet,Miami,1,87,14,UPI,1
1653.38,ATM Withdrawal,15.0,Mobile,Miami,1,30,1,Credit Card,1
1451.12,ATM Withdrawal,22.0,Tablet,Boston,2,57,6,UPI,1
4901.85,Online Purchase,17.0,Tablet,New York,2,16,7,Invalid Method,1
850.72,ATM Withdrawal,21.0,Desktop,Chicago,2,100,9,Invalid Method,1
4503.2,Bill Payment,18.0,Desktop,Miami,3,107,10,UPI,1
2112.71,Online Purchase,17.0,Desktop,Chicago,4,25,6,Credit Card,1
2305.58,ATM Withdrawal,11.0,Desktop,Boston,4,37,1,Credit Card,1
2816.38,ATM Withdrawal,14.0,Tablet,Chicago,3,13,9,Net Banking,1
2004.5,Online Purchase,11.0,Mobile,Houston,3,38,2,UPI,1
3864.07,POS Payment,8.0,Mobile,Houston,2,40,10,Net Banking,1
3300.79,POS Payment,20.0,Tablet,Miami,3,66,13,Credit Card,1
2621.51,Online Purchase,12.0,Desktop,Chicago,1,62,12,Net Banking,1
492.68,Bank Transfer,16.0,Tablet,Los Angeles,1,84,11,Debit Card,1
4891.59,POS Payment,6.0,Desktop,Houston,2,40,9,Net Banking,1
2123.13,ATM Withdrawal,18.0,Desktop,Miami,3,19,8,Credit Card,1
3200.29,Online Purchase,16.0,Mobile,Houston,2,53,6,Net Banking,1
1671.3,Online Purchase,14.0,Desktop,San Francisco,3,94,7,Debit Card,1
1031.43,Online Purchase,15.0,Tablet,Miami,1,107,6,Debit Card,1
1618.35,POS Payment,2.0,Tablet,Chicago,1,91,11,Net Banking,1
2731.28,POS Payment,14.0,Desktop,Los Angeles,1,57,9,Net Banking,1
2249.08,ATM Withdrawal,8.0,Mobile,Boston,3,50,14,UPI,1
3661.49,Bank Transfer,11.0,Desktop,Miami,4,9,3,Debit Card,1
3361.83,ATM Withdrawal,5.0,Mobile,Chicago,3,11,6,Net Banking,1
